

!! n20w20.001    16.75 391


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n20w100.002    98.95 341


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       9.00      30.00       0.00       0.00     346.00       0.00
    2      34.00      21.00       0.00       0.00      62.00       0.00
    3       9.00       8.00       0.00      86.00     206.00       0.00
    4      35.00      37.00       0.00     144.00     260.00       0.00
    5      35.00       6.00       0.00      50.00     202.00       0.00
    6      20.00       2.00       0.00      53.00     109.00       0.00
    7      38.00      29.00       0.00     247.00     317.00       0.00
    8      29.00      48.00       0.00     111.00     246.00       0.00
    9      25.00      22.00       0.00       0.00     113.00       0.00
   10       3.00      45.00       0.00     184.00     302.00       0.00
   11      18.00      28.00       0.00       0.00      62.00       0.00
   12      15.00       8.00       0.00       5.00     172.00       0.00
   13       7.00      12.00       0.00      22.00     160.00       0.00
   14      40.00      47.00       0.00     129.00     241.00       0.00
   15      17.00      37.00       0.00      86.00     171.00       0.00
   16      25.00      19.00       0.00       4.00      85.00       0.00
   17      14.00      10.00       0.00      47.00      95.00       0.00
   18      10.00      10.00       0.00      68.00     138.00       0.00
   19      17.00      28.00       0.00     226.00     279.00       0.00
   20      28.00       6.00       0.00       0.00     148.00       0.00
   21       4.00      21.00       0.00     222.00     295.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n20w100.003    91.55 360


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      13.00      14.00       0.00       0.00     444.00       0.00
    2      43.00      24.00       0.00     303.00     412.00       0.00
    3      39.00      49.00       0.00      49.00     164.00       0.00
    4      48.00      15.00       0.00     162.00     193.00       0.00
    5      20.00      33.00       0.00       0.00      39.00       0.00
    6      24.00      40.00       0.00       0.00     116.00       0.00
    7       1.00      37.00       0.00      90.00     172.00       0.00
    8      42.00       2.00       0.00     197.00     282.00       0.00
    9      31.00      33.00       0.00       0.00      76.00       0.00
   10      45.00      48.00       0.00     165.00     298.00       0.00
   11      28.00      46.00       0.00      39.00      60.00       0.00
   12       5.00      39.00       0.00      61.00     123.00       0.00
   13      35.00       5.00       0.00     108.00     227.00       0.00
   14       4.00      45.00       0.00     281.00     379.00       0.00
   15      10.00      38.00       0.00      17.00     144.00       0.00
   16      23.00      25.00       0.00     100.00     212.00       0.00
   17      25.00      32.00       0.00      19.00      49.00       0.00
   18      15.00      36.00       0.00      26.00     129.00       0.00
   19      22.00      32.00       0.00       0.00     108.00       0.00
   20      29.00      38.00       0.00       0.00     104.00       0.00
   21       6.00      44.00       0.00     202.00     363.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n20w100.004    98.15 441


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      43.00       7.00       0.00       0.00     468.00       0.00
    2       2.00      29.00       0.00     102.00     236.00       0.00
    3      19.00      12.00       0.00      24.00     155.00       0.00
    4      34.00       2.00       0.00     159.00     240.00       0.00
    5       6.00      11.00       0.00     156.00     267.00       0.00
    6       1.00       1.00       0.00     258.00     354.00       0.00
    7      45.00      16.00       0.00       0.00      74.00       0.00
    8      15.00      40.00       0.00     256.00     308.00       0.00
    9      40.00      37.00       0.00     167.00     242.00       0.00
   10      49.00      44.00       0.00     320.00     431.00       0.00
   11      29.00      13.00       0.00       0.00     118.00       0.00
   12      17.00      18.00       0.00       0.00     149.00       0.00
   13       7.00      15.00       0.00      46.00     129.00       0.00
   14      43.00       1.00       0.00       0.00      46.00       0.00
   15      29.00      22.00       0.00      49.00     133.00       0.00
   16      32.00      47.00       0.00     174.00     271.00       0.00
   17      10.00      28.00       0.00     110.00     202.00       0.00
   18      38.00      20.00       0.00       0.00     138.00       0.00
   19      46.00      29.00       0.00       0.00      98.00       0.00
   20      13.00      40.00       0.00      81.00     165.00       0.00
   21      38.00       7.00       0.00     287.00     396.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00


!! n20w100.005    98.15 360


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       5.00       4.00       0.00       0.00     372.00       0.00
    2       7.00      18.00       0.00      50.00     100.00       0.00
    3      16.00      18.00       0.00       0.00      77.00       0.00
    4      48.00      21.00       0.00      94.00     287.00       0.00
    5      32.00      41.00       0.00     250.00     327.00       0.00
    6      28.00      22.00       0.00      26.00     188.00       0.00
    7      47.00      18.00       0.00     189.00     273.00       0.00
    8      16.00      45.00       0.00     285.00     322.00       0.00
    9      21.00       5.00       0.00       0.00     116.00       0.00
   10      16.00      37.00       0.00      20.00     130.00       0.00
   11       5.00      27.00       0.00      54.00     228.00       0.00
   12      15.00       5.00       0.00       0.00      76.00       0.00
   13      23.00      31.00       0.00      93.00     135.00       0.00
   14      15.00      12.00       0.00       0.00      56.00       0.00
   15      22.00      41.00       0.00      48.00     202.00       0.00
   16      43.00       7.00       0.00     115.00     188.00       0.00
   17      49.00      38.00       0.00     146.00     285.00       0.00
   18      39.00      24.00       0.00     142.00     212.00       0.00
   19       8.00      26.00       0.00       0.00     106.00       0.00
   20      27.00      15.00       0.00      85.00     191.00       0.00
   21      31.00       5.00       0.00     212.00     273.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
